account_id;district_id;frequency;date;Account_type
3684;23;POPLATEK MESICNE;1994-03-04;Salary account
3686;77;POPLATEK MESICNE;1997-08-03;Salary account
3687;71;POPLATEK MESICNE;1993-11-06;NRI account
3688;70;POPLATEK MESICNE;1993-11-10;Salary account
3689;8;POPLATEK MESICNE;1995-11-29;Salary account
3690;67;POPLATEK PO OBRATU;1996-10-18;Savings account
3691;50;POPLATEK MESICNE;1993-02-19;Salary account
3692;70;POPLATEK MESICNE;1997-04-21;Salary account
3693;61;POPLATEK MESICNE;1993-01-29;Savings account
3694;70;POPLATEK MESICNE;1996-07-06;Savings account
3695;30;POPLATEK MESICNE;1997-04-02;Savings account
3696;1;POPLATEK MESICNE;1996-06-22;Salary account
3697;45;POPLATEK MESICNE;1993-04-29;NRI account
3698;1;POPLATEK MESICNE;1996-03-03;NRI account
3699;50;POPLATEK MESICNE;1993-08-05;NRI account
3700;1;POPLATEK MESICNE;1997-06-03;Savings account
3701;76;POPLATEK MESICNE;1993-10-06;NRI account
3702;53;POPLATEK MESICNE;1995-04-13;NRI account
3703;74;POPLATEK MESICNE;1997-06-18;Salary account
3704;75;POPLATEK MESICNE;1993-01-24;NRI account
3705;20;POPLATEK MESICNE;1997-10-24;Salary account
3706;8;POPLATEK MESICNE;1996-04-04;Savings account
3708;64;POPLATEK MESICNE;1996-11-24;Salary account
3709;74;POPLATEK MESICNE;1996-03-05;NRI account
3710;1;POPLATEK MESICNE;1995-02-25;Salary account
3711;3;POPLATEK MESICNE;1997-05-08;NRI account
3712;3;POPLATEK MESICNE;1994-09-13;Salary account
3713;14;POPLATEK TYDNE;1993-06-08;NRI account
3714;2;POPLATEK TYDNE;1994-04-21;NRI account
3715;74;POPLATEK MESICNE;1997-11-27;Savings account
3716;1;POPLATEK MESICNE;1997-04-14;Salary account
3717;56;POPLATEK MESICNE;1994-05-20;Savings account
3718;63;POPLATEK MESICNE;1994-04-16;Salary account
3719;37;POPLATEK MESICNE;1997-06-19;Savings account
3720;36;POPLATEK MESICNE;1993-07-30;Savings account
3721;22;POPLATEK MESICNE;1996-02-21;Salary account
3722;76;POPLATEK MESICNE;1997-12-07;Salary account
3723;2;POPLATEK MESICNE;1996-06-14;Savings account
3724;16;POPLATEK MESICNE;1997-08-06;Savings account
3725;33;POPLATEK MESICNE;1995-06-11;Savings account
3726;54;POPLATEK MESICNE;1996-07-14;Savings account
3727;66;POPLATEK MESICNE;1996-01-19;NRI account
3728;10;POPLATEK MESICNE;1994-08-18;NRI account
3729;31;POPLATEK MESICNE;1995-04-14;Salary account
3730;17;POPLATEK MESICNE;1994-09-08;Savings account
3731;70;POPLATEK MESICNE;1996-05-20;NRI account
3732;21;POPLATEK MESICNE;1997-05-25;Savings account
3733;33;POPLATEK MESICNE;1996-07-22;Salary account
3734;43;POPLATEK MESICNE;1993-03-08;Salary account
3735;1;POPLATEK MESICNE;1995-04-27;NRI account
3736;54;POPLATEK MESICNE;1996-05-08;Salary account
3737;34;POPLATEK MESICNE;1995-03-01;Savings account
3738;51;POPLATEK MESICNE;1993-08-01;NRI account
3739;1;POPLATEK MESICNE;1997-03-25;Savings account
3741;65;POPLATEK MESICNE;1996-08-18;Salary account
3742;59;POPLATEK MESICNE;1997-05-11;NRI account
3743;1;POPLATEK MESICNE;1996-03-22;Savings account
3745;5;POPLATEK MESICNE;1993-08-04;NRI account
3746;70;POPLATEK MESICNE;1996-06-04;Savings account
3747;1;POPLATEK MESICNE;1994-05-01;NRI account
3748;1;POPLATEK MESICNE;1993-07-10;Savings account
3749;68;POPLATEK MESICNE;1996-08-10;Salary account
3750;77;POPLATEK MESICNE;1995-03-18;Salary account
3751;9;POPLATEK MESICNE;1993-09-15;NRI account
3752;1;POPLATEK MESICNE;1994-11-25;Salary account
3753;28;POPLATEK MESICNE;1995-02-24;Savings account
3754;37;POPLATEK TYDNE;1996-02-19;NRI account
3755;64;POPLATEK MESICNE;1996-01-20;NRI account
3756;39;POPLATEK TYDNE;1994-10-17;NRI account
3757;64;POPLATEK MESICNE;1997-09-24;Savings account
3758;38;POPLATEK MESICNE;1995-09-19;Salary account
3759;1;POPLATEK MESICNE;1993-12-29;Savings account
3760;44;POPLATEK MESICNE;1993-01-13;NRI account
3763;55;POPLATEK MESICNE;1995-08-23;NRI account
3764;69;POPLATEK MESICNE;1995-11-05;Salary account
3765;32;POPLATEK MESICNE;1996-11-14;NRI account
3766;29;POPLATEK PO OBRATU;1996-10-18;Savings account
3767;1;POPLATEK MESICNE;1995-11-15;NRI account
3768;52;POPLATEK MESICNE;1997-06-06;Savings account
3769;3;POPLATEK MESICNE;1996-05-14;NRI account
3770;23;POPLATEK MESICNE;1995-09-20;Savings account
3771;22;POPLATEK MESICNE;1993-06-11;Salary account
3772;7;POPLATEK MESICNE;1995-11-20;Savings account
3773;10;POPLATEK MESICNE;1997-05-04;Savings account
3774;72;POPLATEK MESICNE;1996-08-30;NRI account
3775;19;POPLATEK MESICNE;1993-06-27;Salary account
3776;1;POPLATEK MESICNE;1996-10-16;Salary account
3777;70;POPLATEK MESICNE;1995-01-19;NRI account
3778;52;POPLATEK MESICNE;1993-07-04;Savings account
3779;74;POPLATEK MESICNE;1995-07-08;Salary account
3780;44;POPLATEK MESICNE;1995-11-25;Salary account
3781;31;POPLATEK MESICNE;1993-03-26;Salary account
3782;9;POPLATEK TYDNE;1997-03-17;NRI account
3783;40;POPLATEK MESICNE;1995-11-29;Savings account
3784;25;POPLATEK MESICNE;1996-01-22;Savings account
3785;10;POPLATEK MESICNE;1993-03-24;NRI account
3786;21;POPLATEK MESICNE;1993-06-22;NRI account
3787;70;POPLATEK MESICNE;1993-02-19;Salary account
3788;70;POPLATEK MESICNE;1993-04-10;Savings account
3789;6;POPLATEK MESICNE;1996-08-18;Savings account
3790;1;POPLATEK TYDNE;1997-05-13;Salary account
3791;1;POPLATEK TYDNE;1996-05-03;Salary account
3792;10;POPLATEK MESICNE;1993-08-11;Salary account
3793;5;POPLATEK MESICNE;1996-06-28;Salary account
3794;20;POPLATEK MESICNE;1997-02-03;Salary account
3795;36;POPLATEK MESICNE;1996-03-18;NRI account
3796;53;POPLATEK MESICNE;1993-05-25;Savings account
3797;64;POPLATEK MESICNE;1994-09-03;Savings account
3798;15;POPLATEK MESICNE;1997-08-27;Salary account
3799;74;POPLATEK MESICNE;1996-11-29;NRI account
3800;30;POPLATEK MESICNE;1996-09-16;Salary account
3801;1;POPLATEK MESICNE;1996-06-20;NRI account
3802;44;POPLATEK MESICNE;1996-04-18;Savings account
3803;61;POPLATEK MESICNE;1996-01-26;Salary account
3804;7;POPLATEK MESICNE;1994-04-07;Savings account
3805;9;POPLATEK MESICNE;1994-07-02;Savings account
3806;36;POPLATEK MESICNE;1996-04-18;NRI account
3807;53;POPLATEK MESICNE;1995-09-05;NRI account
3808;38;POPLATEK MESICNE;1993-08-11;Savings account
3809;1;POPLATEK MESICNE;1996-11-21;NRI account
3810;43;POPLATEK MESICNE;1995-06-22;Savings account
3811;1;POPLATEK MESICNE;1996-10-26;NRI account
3812;72;POPLATEK MESICNE;1995-01-16;NRI account
3813;1;POPLATEK MESICNE;1997-10-09;NRI account
3814;74;POPLATEK MESICNE;1995-12-27;Savings account
3815;1;POPLATEK MESICNE;1996-03-24;Savings account
3816;25;POPLATEK MESICNE;1996-04-21;Savings account
3817;70;POPLATEK MESICNE;1995-02-10;NRI account
3818;74;POPLATEK MESICNE;1993-01-01;NRI account
3819;69;POPLATEK MESICNE;1996-11-11;Salary account
3820;1;POPLATEK MESICNE;1993-11-14;Salary account
3821;18;POPLATEK MESICNE;1996-04-18;Savings account
3822;8;POPLATEK MESICNE;1993-09-22;NRI account
3823;74;POPLATEK MESICNE;1995-04-19;Salary account
3824;41;POPLATEK MESICNE;1994-03-20;Salary account
3825;7;POPLATEK MESICNE;1993-12-14;Savings account
3826;34;POPLATEK MESICNE;1995-03-05;Salary account
3827;1;POPLATEK MESICNE;1994-10-04;NRI account
3828;44;POPLATEK MESICNE;1997-08-28;Salary account
3830;56;POPLATEK MESICNE;1997-04-20;NRI account
3832;45;POPLATEK MESICNE;1996-01-22;Savings account
3833;77;POPLATEK MESICNE;1997-07-13;NRI account
3834;54;POPLATEK MESICNE;1993-01-19;NRI account
3835;50;POPLATEK MESICNE;1993-03-16;Salary account
3836;68;POPLATEK MESICNE;1997-12-09;Salary account
3837;48;POPLATEK PO OBRATU;1993-08-26;Salary account
3838;3;POPLATEK MESICNE;1994-05-02;NRI account
3839;1;POPLATEK MESICNE;1995-02-21;NRI account
3840;76;POPLATEK MESICNE;1994-02-19;Salary account
3841;8;POPLATEK MESICNE;1995-01-22;Salary account
3842;1;POPLATEK MESICNE;1997-03-12;NRI account
3843;62;POPLATEK MESICNE;1996-10-02;Salary account
3844;67;POPLATEK MESICNE;1993-05-23;NRI account
3845;48;POPLATEK MESICNE;1995-05-14;Salary account
3846;61;POPLATEK MESICNE;1997-04-27;Savings account
3847;33;POPLATEK MESICNE;1995-06-13;NRI account
3848;20;POPLATEK MESICNE;1996-07-10;Salary account
3849;75;POPLATEK MESICNE;1994-10-21;NRI account
3850;8;POPLATEK MESICNE;1993-08-09;Salary account
3851;1;POPLATEK MESICNE;1997-02-27;NRI account
3852;20;POPLATEK MESICNE;1997-09-14;NRI account
3854;8;POPLATEK MESICNE;1996-04-18;Salary account
3855;33;POPLATEK MESICNE;1995-09-04;NRI account
3856;45;POPLATEK MESICNE;1996-12-03;Salary account
3857;54;POPLATEK MESICNE;1997-10-22;Salary account
3858;2;POPLATEK MESICNE;1995-12-14;NRI account
3859;53;POPLATEK MESICNE;1996-04-23;NRI account
3860;4;POPLATEK MESICNE;1994-10-11;NRI account
3861;2;POPLATEK MESICNE;1997-01-30;Savings account
3862;1;POPLATEK MESICNE;1996-11-23;Salary account
3863;15;POPLATEK MESICNE;1993-09-14;Salary account
3864;33;POPLATEK MESICNE;1996-07-01;Savings account
3865;50;POPLATEK MESICNE;1995-02-09;Savings account
3866;60;POPLATEK MESICNE;1995-09-05;NRI account
3867;1;POPLATEK MESICNE;1997-07-19;Savings account
3868;43;POPLATEK MESICNE;1993-08-21;NRI account
3869;72;POPLATEK MESICNE;1994-09-13;Salary account
3870;38;POPLATEK MESICNE;1997-01-08;NRI account
3871;26;POPLATEK MESICNE;1993-01-08;Salary account
3872;25;POPLATEK MESICNE;1997-05-21;NRI account
3874;51;POPLATEK MESICNE;1995-06-02;Salary account
3875;44;POPLATEK MESICNE;1997-10-18;NRI account
3876;69;POPLATEK MESICNE;1994-02-13;NRI account
3877;59;POPLATEK MESICNE;1996-10-22;Salary account
3878;23;POPLATEK MESICNE;1994-10-07;Salary account
3880;3;POPLATEK MESICNE;1996-07-28;NRI account
3881;21;POPLATEK MESICNE;1996-03-04;Savings account
3882;10;POPLATEK MESICNE;1993-07-09;NRI account
3883;72;POPLATEK MESICNE;1993-03-15;Savings account
3884;1;POPLATEK MESICNE;1996-11-14;Salary account
3885;51;POPLATEK MESICNE;1997-04-01;Savings account
3886;1;POPLATEK MESICNE;1994-02-20;NRI account
3887;62;POPLATEK MESICNE;1996-05-08;Savings account
3888;39;POPLATEK MESICNE;1993-05-27;Savings account
3889;16;POPLATEK MESICNE;1997-07-03;Savings account
3890;50;POPLATEK MESICNE;1996-02-10;NRI account
3891;1;POPLATEK MESICNE;1993-08-18;Savings account
3892;43;POPLATEK MESICNE;1993-10-25;NRI account
3893;42;POPLATEK MESICNE;1996-12-13;NRI account
3894;52;POPLATEK MESICNE;1996-09-25;NRI account
3895;27;POPLATEK MESICNE;1995-07-14;Salary account
3896;45;POPLATEK MESICNE;1995-08-17;NRI account
3897;13;POPLATEK MESICNE;1997-04-16;Savings account
3898;70;POPLATEK MESICNE;1994-02-07;NRI account
3899;22;POPLATEK MESICNE;1996-06-25;NRI account
3901;12;POPLATEK MESICNE;1997-08-30;NRI account
3902;1;POPLATEK MESICNE;1995-08-08;Savings account
3903;58;POPLATEK MESICNE;1994-12-19;NRI account
3904;18;POPLATEK MESICNE;1996-10-05;NRI account
3905;54;POPLATEK PO OBRATU;1997-05-28;Salary account
3906;52;POPLATEK MESICNE;1997-07-08;NRI account
3907;37;POPLATEK MESICNE;1996-04-18;Salary account
3908;13;POPLATEK MESICNE;1997-01-16;Savings account
3909;1;POPLATEK MESICNE;1993-01-14;Savings account
3910;10;POPLATEK MESICNE;1997-01-19;Savings account
3911;32;POPLATEK MESICNE;1997-12-16;Salary account
3912;2;POPLATEK MESICNE;1994-05-04;Salary account
3913;23;POPLATEK MESICNE;1996-10-04;NRI account
3914;33;POPLATEK MESICNE;1995-09-05;Salary account
3915;65;POPLATEK MESICNE;1993-04-02;Savings account
3916;8;POPLATEK MESICNE;1997-09-28;NRI account
3917;1;POPLATEK MESICNE;1996-03-30;Salary account
3918;53;POPLATEK MESICNE;1993-12-09;Savings account
3919;34;POPLATEK MESICNE;1997-10-18;NRI account
3920;74;POPLATEK MESICNE;1993-09-01;Savings account
3921;18;POPLATEK MESICNE;1994-07-17;Salary account
3922;68;POPLATEK MESICNE;1997-10-22;NRI account
3923;52;POPLATEK MESICNE;1993-03-30;Savings account
3924;70;POPLATEK MESICNE;1996-02-24;Salary account
3925;1;POPLATEK MESICNE;1995-09-05;Salary account
3926;72;POPLATEK MESICNE;1994-09-11;NRI account
3927;56;POPLATEK MESICNE;1993-10-22;Salary account
3928;24;POPLATEK MESICNE;1996-05-08;NRI account
3930;37;POPLATEK MESICNE;1995-04-25;Salary account
3931;28;POPLATEK MESICNE;1996-02-05;NRI account
3932;74;POPLATEK MESICNE;1996-07-25;NRI account
3933;61;POPLATEK MESICNE;1996-02-11;Savings account
3934;6;POPLATEK MESICNE;1997-12-23;NRI account
3935;23;POPLATEK MESICNE;1993-03-08;NRI account
3936;39;POPLATEK MESICNE;1995-05-04;Salary account
3937;76;POPLATEK MESICNE;1996-01-10;Savings account
3938;57;POPLATEK MESICNE;1993-11-17;Savings account
3939;70;POPLATEK MESICNE;1993-07-08;Salary account
3940;35;POPLATEK TYDNE;1995-05-07;Salary account
3941;7;POPLATEK MESICNE;1996-12-26;Salary account
3942;27;POPLATEK TYDNE;1996-05-10;Savings account
3943;71;POPLATEK MESICNE;1996-03-06;NRI account
3944;22;POPLATEK MESICNE;1995-10-08;Salary account
3945;50;POPLATEK MESICNE;1995-11-07;NRI account
3946;70;POPLATEK MESICNE;1996-07-16;NRI account
3947;76;POPLATEK MESICNE;1996-01-23;Savings account
3948;1;POPLATEK MESICNE;1993-11-09;Salary account
3949;54;POPLATEK MESICNE;1996-01-11;NRI account
3950;48;POPLATEK MESICNE;1997-09-01;Salary account
3951;22;POPLATEK MESICNE;1997-06-02;Savings account
3952;26;POPLATEK MESICNE;1996-03-08;Savings account
3953;1;POPLATEK MESICNE;1997-06-16;Savings account
3954;22;POPLATEK MESICNE;1993-06-25;Salary account
3955;64;POPLATEK MESICNE;1993-07-14;NRI account
3956;6;POPLATEK MESICNE;1996-10-28;Salary account
3957;33;POPLATEK TYDNE;1996-06-13;NRI account
3958;59;POPLATEK MESICNE;1997-12-28;NRI account
3959;1;POPLATEK TYDNE;1997-02-15;NRI account
3960;64;POPLATEK MESICNE;1993-02-06;Salary account
3961;52;POPLATEK MESICNE;1997-01-24;Savings account
3962;54;POPLATEK MESICNE;1996-12-13;NRI account
3963;9;POPLATEK MESICNE;1997-10-27;Salary account
3964;25;POPLATEK MESICNE;1997-01-25;Salary account
3965;31;POPLATEK MESICNE;1993-05-04;NRI account
3966;42;POPLATEK MESICNE;1996-01-09;Salary account
3967;54;POPLATEK MESICNE;1996-09-22;Salary account
3968;36;POPLATEK MESICNE;1996-01-01;NRI account
3969;39;POPLATEK MESICNE;1993-06-20;NRI account
3970;24;POPLATEK MESICNE;1995-11-28;NRI account
3971;75;POPLATEK MESICNE;1997-03-13;Salary account
3972;51;POPLATEK MESICNE;1993-10-11;NRI account
3973;20;POPLATEK MESICNE;1995-11-27;NRI account
3974;55;POPLATEK MESICNE;1996-03-08;NRI account
3975;20;POPLATEK MESICNE;1994-10-02;NRI account
3976;74;POPLATEK MESICNE;1996-04-15;NRI account
3977;7;POPLATEK MESICNE;1993-09-25;Salary account
3978;59;POPLATEK MESICNE;1995-02-18;Savings account
3979;37;POPLATEK MESICNE;1996-02-14;Savings account
3980;75;POPLATEK MESICNE;1993-04-03;NRI account
3981;23;POPLATEK MESICNE;1995-01-15;NRI account
3982;26;POPLATEK MESICNE;1993-07-27;Savings account
3983;67;POPLATEK MESICNE;1993-02-04;Salary account
3984;51;POPLATEK MESICNE;1996-12-14;Savings account
3985;1;POPLATEK MESICNE;1997-07-13;Salary account
3986;19;POPLATEK MESICNE;1997-06-20;NRI account
3987;25;POPLATEK MESICNE;1997-09-14;Salary account
3988;23;POPLATEK MESICNE;1997-05-04;NRI account
3989;19;POPLATEK MESICNE;1995-03-11;Salary account
3990;77;POPLATEK MESICNE;1997-02-04;Savings account
3991;1;POPLATEK MESICNE;1996-12-28;NRI account
3992;43;POPLATEK MESICNE;1997-12-16;Savings account
3993;54;POPLATEK MESICNE;1996-01-24;Salary account
3994;15;POPLATEK MESICNE;1996-03-14;Salary account
3995;12;POPLATEK MESICNE;1995-08-27;NRI account
3996;1;POPLATEK MESICNE;1997-06-22;Savings account
3997;62;POPLATEK MESICNE;1994-01-13;Savings account
3998;2;POPLATEK MESICNE;1996-04-20;NRI account
3999;35;POPLATEK MESICNE;1993-05-06;NRI account
4000;7;POPLATEK MESICNE;1993-08-02;Savings account
4001;54;POPLATEK MESICNE;1995-02-04;NRI account
4003;25;POPLATEK MESICNE;1997-08-22;Salary account
4008;27;POPLATEK MESICNE;1996-03-23;Savings account
4009;56;POPLATEK MESICNE;1994-02-20;Savings account
4010;30;POPLATEK MESICNE;1996-08-19;Salary account
4013;73;POPLATEK PO OBRATU;1993-10-08;NRI account
4014;56;POPLATEK PO OBRATU;1995-05-15;Salary account
4026;58;POPLATEK MESICNE;1997-02-06;NRI account
4033;57;POPLATEK MESICNE;1996-11-19;Salary account
4034;1;POPLATEK MESICNE;1993-01-18;Savings account
4035;1;POPLATEK MESICNE;1993-07-25;NRI account
4047;45;POPLATEK TYDNE;1995-09-29;Savings account
4052;36;POPLATEK TYDNE;1997-01-25;NRI account
4055;23;POPLATEK MESICNE;1993-01-24;Savings account
4059;34;POPLATEK MESICNE;1993-10-08;Salary account
4066;72;POPLATEK MESICNE;1994-05-24;Savings account
4069;38;POPLATEK MESICNE;1996-11-17;Salary account
4071;64;POPLATEK MESICNE;1996-08-03;NRI account
4078;40;POPLATEK MESICNE;1993-01-30;Salary account
4079;52;POPLATEK MESICNE;1993-11-03;Savings account
4081;11;POPLATEK MESICNE;1995-07-22;Salary account
4082;49;POPLATEK MESICNE;1994-11-08;Savings account
4086;66;POPLATEK MESICNE;1996-07-17;Salary account
4088;45;POPLATEK MESICNE;1996-03-01;Savings account
4090;72;POPLATEK MESICNE;1996-10-11;Savings account
4091;9;POPLATEK MESICNE;1997-08-04;NRI account
4092;74;POPLATEK MESICNE;1996-03-13;Savings account
4093;1;POPLATEK MESICNE;1993-03-25;NRI account
4099;54;POPLATEK MESICNE;1996-05-26;NRI account
4102;60;POPLATEK MESICNE;1996-11-13;NRI account
4103;38;POPLATEK MESICNE;1995-01-25;Salary account
4105;58;POPLATEK MESICNE;1995-05-08;Salary account
4109;54;POPLATEK MESICNE;1995-02-09;Salary account
4116;6;POPLATEK MESICNE;1997-10-05;NRI account
4119;77;POPLATEK MESICNE;1993-10-18;NRI account
4121;54;POPLATEK MESICNE;1995-06-08;Salary account
4127;50;POPLATEK MESICNE;1996-05-03;Savings account
4128;64;POPLATEK MESICNE;1997-09-26;Savings account
4130;70;POPLATEK MESICNE;1997-06-01;NRI account
4131;5;POPLATEK MESICNE;1994-08-19;Savings account
4132;36;POPLATEK MESICNE;1997-10-02;Savings account
4134;7;POPLATEK MESICNE;1993-03-03;Savings account
4140;28;POPLATEK MESICNE;1997-12-05;NRI account
4143;55;POPLATEK MESICNE;1997-10-07;Salary account
4144;1;POPLATEK MESICNE;1996-08-19;Salary account
4150;65;POPLATEK MESICNE;1997-07-05;Salary account
4156;42;POPLATEK MESICNE;1997-06-27;Savings account
4158;27;POPLATEK MESICNE;1997-09-04;Salary account
4159;74;POPLATEK MESICNE;1993-07-09;Savings account
4161;1;POPLATEK MESICNE;1995-02-23;NRI account
4171;28;POPLATEK MESICNE;1993-06-12;Savings account
4173;1;POPLATEK MESICNE;1993-11-08;NRI account
4186;1;POPLATEK MESICNE;1996-08-25;Salary account
4190;62;POPLATEK MESICNE;1995-10-04;NRI account
4195;67;POPLATEK MESICNE;1994-05-21;Savings account
4204;21;POPLATEK MESICNE;1996-01-29;Savings account
4208;1;POPLATEK MESICNE;1997-04-08;Savings account
4214;1;POPLATEK MESICNE;1996-03-21;Salary account
4225;55;POPLATEK MESICNE;1993-05-18;Salary account
4237;18;POPLATEK MESICNE;1993-11-29;NRI account
4240;50;POPLATEK MESICNE;1993-02-08;Salary account
4245;52;POPLATEK MESICNE;1994-05-02;NRI account
4253;43;POPLATEK MESICNE;1996-01-16;Salary account
4254;70;POPLATEK MESICNE;1993-05-04;Salary account
4255;70;POPLATEK TYDNE;1993-11-08;NRI account
4258;51;POPLATEK MESICNE;1995-08-26;NRI account
4259;66;POPLATEK MESICNE;1994-04-08;NRI account
4260;56;POPLATEK MESICNE;1993-10-14;Salary account
4263;5;POPLATEK MESICNE;1995-07-17;Savings account
4264;28;POPLATEK MESICNE;1993-12-07;Savings account
4266;54;POPLATEK MESICNE;1997-02-05;Salary account
4268;77;POPLATEK MESICNE;1997-02-20;Savings account
4269;26;POPLATEK MESICNE;1995-12-24;NRI account
4273;15;POPLATEK MESICNE;1996-03-11;Savings account
4276;43;POPLATEK MESICNE;1994-07-09;Savings account
4283;39;POPLATEK MESICNE;1994-10-16;Savings account
4286;43;POPLATEK MESICNE;1996-11-11;Savings account
4287;1;POPLATEK MESICNE;1993-10-17;NRI account
4293;64;POPLATEK PO OBRATU;1996-02-04;NRI account
4296;63;POPLATEK MESICNE;1993-01-28;Savings account
4301;1;POPLATEK MESICNE;1997-06-26;Savings account
4309;74;POPLATEK TYDNE;1997-06-25;NRI account
4318;33;POPLATEK TYDNE;1993-04-13;NRI account
4320;61;POPLATEK MESICNE;1996-07-23;Savings account
4321;47;POPLATEK MESICNE;1993-04-18;Salary account
4328;72;POPLATEK MESICNE;1994-06-17;Savings account
4329;1;POPLATEK MESICNE;1994-02-17;NRI account
4330;47;POPLATEK MESICNE;1995-07-05;Savings account
4332;74;POPLATEK MESICNE;1997-12-23;NRI account
4336;2;POPLATEK MESICNE;1997-07-08;Salary account
4337;29;POPLATEK MESICNE;1993-11-16;Salary account
4342;74;POPLATEK MESICNE;1996-04-29;Salary account
4343;31;POPLATEK MESICNE;1993-11-22;Salary account
4346;25;POPLATEK MESICNE;1996-03-15;NRI account
4347;1;POPLATEK MESICNE;1993-03-27;Savings account
4349;74;POPLATEK MESICNE;1996-09-16;Savings account
4350;63;POPLATEK MESICNE;1993-04-04;NRI account
4352;2;POPLATEK MESICNE;1993-07-05;NRI account
4354;38;POPLATEK MESICNE;1997-01-08;NRI account
4355;31;POPLATEK MESICNE;1993-02-21;NRI account
4356;47;POPLATEK MESICNE;1994-01-26;Savings account
4358;5;POPLATEK MESICNE;1997-02-12;NRI account
4361;69;POPLATEK MESICNE;1996-03-11;Savings account
4368;1;POPLATEK MESICNE;1995-01-16;Savings account
4375;39;POPLATEK MESICNE;1996-10-28;Savings account
4377;28;POPLATEK MESICNE;1993-04-24;Savings account
4379;44;POPLATEK MESICNE;1996-06-28;NRI account
4383;73;POPLATEK MESICNE;1996-11-10;NRI account
4385;23;POPLATEK MESICNE;1993-11-23;Savings account
4386;51;POPLATEK TYDNE;1997-11-29;Salary account
4389;77;POPLATEK MESICNE;1996-07-28;NRI account
4405;41;POPLATEK MESICNE;1996-09-08;Salary account
4408;71;POPLATEK TYDNE;1994-04-11;Salary account
4413;74;POPLATEK TYDNE;1994-01-15;Salary account
4414;24;POPLATEK MESICNE;1993-09-10;Salary account
4415;73;POPLATEK MESICNE;1995-07-05;NRI account
4416;14;POPLATEK MESICNE;1994-02-12;Savings account
4418;66;POPLATEK MESICNE;1994-02-09;Savings account
4423;39;POPLATEK MESICNE;1995-04-26;NRI account
4424;48;POPLATEK MESICNE;1996-01-29;Savings account
4427;32;POPLATEK MESICNE;1993-06-07;Salary account
4434;41;POPLATEK MESICNE;1994-12-09;Savings account
4437;40;POPLATEK MESICNE;1993-09-24;Savings account
4438;48;POPLATEK MESICNE;1996-08-04;Salary account
4439;30;POPLATEK MESICNE;1995-12-25;Savings account
4442;54;POPLATEK MESICNE;1996-08-08;NRI account
4445;47;POPLATEK MESICNE;1997-08-07;Savings account
4447;62;POPLATEK MESICNE;1996-06-16;Salary account
4448;60;POPLATEK MESICNE;1993-06-02;Salary account
4454;63;POPLATEK MESICNE;1996-12-21;NRI account
4456;14;POPLATEK MESICNE;1996-09-03;Savings account
4458;60;POPLATEK MESICNE;1996-04-23;NRI account
4462;73;POPLATEK TYDNE;1995-12-27;NRI account
4463;67;POPLATEK MESICNE;1993-09-03;Salary account
4467;17;POPLATEK TYDNE;1997-04-13;Salary account
4470;16;POPLATEK MESICNE;1993-11-01;Savings account
4471;4;POPLATEK TYDNE;1997-06-09;NRI account
4473;45;POPLATEK MESICNE;1995-10-09;Salary account
4475;72;POPLATEK MESICNE;1997-04-16;NRI account
4476;24;POPLATEK MESICNE;1994-11-10;Salary account
4478;70;POPLATEK MESICNE;1993-07-23;Savings account
4480;58;POPLATEK MESICNE;1996-08-19;Salary account
4484;54;POPLATEK MESICNE;1993-02-03;Savings account
4488;33;POPLATEK MESICNE;1996-04-24;Savings account
4493;61;POPLATEK PO OBRATU;1996-10-15;Salary account
4503;50;POPLATEK MESICNE;1995-01-03;NRI account
4511;33;POPLATEK MESICNE;1993-09-26;Savings account
4514;69;POPLATEK MESICNE;1993-12-18;Savings account
4519;8;POPLATEK MESICNE;1994-06-08;Salary account
4526;63;POPLATEK MESICNE;1993-11-29;Salary account
4527;9;POPLATEK MESICNE;1997-06-01;NRI account
4533;68;POPLATEK MESICNE;1997-08-03;NRI account
4534;63;POPLATEK MESICNE;1997-01-18;Savings account
4537;53;POPLATEK TYDNE;1996-07-18;NRI account
4538;70;POPLATEK MESICNE;1995-05-07;Savings account
4543;33;POPLATEK MESICNE;1993-10-08;Salary account
4550;56;POPLATEK MESICNE;1997-02-06;Salary account
4576;27;POPLATEK MESICNE;1993-06-05;Savings account
4580;9;POPLATEK MESICNE;1994-08-27;Salary account
4585;27;POPLATEK MESICNE;1996-06-08;Salary account
4588;12;POPLATEK MESICNE;1996-08-27;Salary account
4589;4;POPLATEK MESICNE;1995-05-22;Savings account
4596;74;POPLATEK MESICNE;1993-03-09;Salary account
4616;1;POPLATEK MESICNE;1997-09-24;Salary account
4618;3;POPLATEK MESICNE;1996-07-21;Salary account
4626;9;POPLATEK MESICNE;1996-06-15;Salary account
4631;77;POPLATEK PO OBRATU;1996-12-12;NRI account
4650;4;POPLATEK MESICNE;1995-10-15;NRI account
4659;56;POPLATEK MESICNE;1993-10-08;Salary account
4660;63;POPLATEK MESICNE;1997-01-03;Savings account
4681;70;POPLATEK MESICNE;1995-08-08;NRI account
4715;8;POPLATEK MESICNE;1996-10-28;Savings account
4725;73;POPLATEK MESICNE;1997-04-14;NRI account
4727;2;POPLATEK MESICNE;1995-02-13;Savings account
4729;66;POPLATEK MESICNE;1997-05-23;Salary account
4743;64;POPLATEK MESICNE;1993-05-05;Salary account
4746;54;POPLATEK MESICNE;1997-02-21;NRI account
